ChEMBL ID;Receptor;Species;Purchasable;No. records;Assay type;Min.;Average;Max.;Unit;Mol. weight;Rot. Bonds;H don;H acc;LogP;Smiles
A-971432;209;Smallmolecule;None;-;0;Human;17;Binding;3;6.4;6.4;6.4;IC50;ChEMBL;365;6;1;3;4.1;OC(=O)C1CN(C1)Cc1ccc(cc1)OCc1ccc(c(c1)Cl)Cl
ASP4058;485;Smallmolecule;None;-;0;Human;0;Binding;1;8.1;8.1;8.1;pIC50;GuidetoPharmacology;442;4;1;5;5.6;C[C@@H](C(F)(F)F)Oc1ccc(cc1C(F)(F)F)c1onc(n1)c1ccc2c(c1)nc[nH]2
AUY954;505;Smallmolecule;None;-;0;Human;10;Binding;2;8.9;8.9;8.9;EC50;ChEMBL;455;7;2;3;6.8;OC(=O)CCNCc1ccc2c(c1)cc(s2)c1ccc(c(c1)C(F)(F)F)c1ccccc1
compound26[PMID:16190743];996;Smallmolecule;None;-;0;Human;30;Binding;4;9.2;9.2;9.2;IC50;ChEMBL;391;7;1;5;4.1;CC(Cc1ccc(cc1)c1onc(n1)c1ccc(cc1)CN1CC(C1)C(=O)O)C
compound43[PMID:26751273];1044;Smallmolecule;None;-;0;Human;0;Binding;3;8.2;8.5;8.8;EC50;ChEMBL;461;7;1;8;4.0;OC(=O)CCN1CCc2c(C1)c(C)n(n2)c1nnc(s1)c1ccc(c(c1)Cl)OC(C)C
etrasimod;1495;Smallmolecule;None;-;0;Human;27;Binding;5;8.7;8.7;8.7;IC50;ChEMBL;457;6;2;2;6.9;OC(=O)C[C@H]1CCc2c1[nH]c1c2cc(cc1)OCc1ccc(c(c1)C(F)(F)F)C1CCCC1
etrasimod;1495;Smallmolecule;None;-;0;Human;27;Binding;5;8.2;8.2;8.2;EC50;ChEMBL;457;6;2;2;6.9;OC(=O)C[C@H]1CCc2c1[nH]c1c2cc(cc1)OCc1ccc(c(c1)C(F)(F)F)C1CCCC1
fingolimod;1532;Smallmolecule;None;-;0;Human;72;Binding;7;8.1;8.8;9.5;EC50;ChEMBL;307;12;3;3;3.2;CCCCCCCCc1ccc(cc1)CCC(CO)(CO)N
fingolimod;1532;Smallmolecule;None;-;0;Human;72;Binding;7;6.1;6.1;6.1;IC50;ChEMBL;307;12;3;3;3.2;CCCCCCCCc1ccc(cc1)CCC(CO)(CO)N
fingolimod-phosphate;1533;Smallmolecule;None;-;0;Human;32;Binding;19;8.4;9.7;10.7;EC50;ChEMBL;387;14;4;4;3.3;CCCCCCCCc1ccc(cc1)CCC(COP(=O)(O)O)(CO)N
fingolimod-phosphate;1533;Smallmolecule;None;-;0;Human;32;Binding;19;9.6;10.0;10.9;IC50;ChEMBL;387;14;4;4;3.3;CCCCCCCCc1ccc(cc1)CCC(COP(=O)(O)O)(CO)N
NIBR-0213;2666;Smallmolecule;None;-;1;Human;17;Binding;3;9.4;9.4;9.4;pKd;GuidetoPharmacology;464;7;3;3;6.3;OC(=O)[C@@H](NC(=O)c1c(C)cc(cc1C)c1cccc(c1)N[C@@H](c1ccc(c(c1)C)Cl)C)C
SEW2871;3393;Smallmolecule;None;-;1;Human;69;Binding;6;5.5;6.6;7.7;pKi;GuidetoPharmacology;440;3;0;4;7.2;FC(c1sc(cc1c1ccccc1)c1onc(n1)c1cccc(c1)C(F)(F)F)(F)F
SEW2871;3393;Smallmolecule;None;-;1;Human;69;Binding;6;7.4;7.4;7.4;IC50;ChEMBL;440;3;0;4;7.2;FC(c1sc(cc1c1ccccc1)c1onc(n1)c1cccc(c1)C(F)(F)F)(F)F
SEW2871;3393;Smallmolecule;None;-;1;Human;69;Binding;6;7.9;7.9;7.9;EC50;ChEMBL;440;3;0;4;7.2;FC(c1sc(cc1c1ccccc1)c1onc(n1)c1cccc(c1)C(F)(F)F)(F)F
sphingosine1-phosphate;3443;Smallmolecule;None;-1;4;Human;34;Binding;23;7.9;8.6;9.4;pKd;GuidetoPharmacology;379;17;4;4;4.0;CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)(O)O)N)O
