ChEMBL ID;Receptor;Species;Purchasable;No. records;Assay type;Min.;Average;Max.;Unit;Mol. weight;Rot. Bonds;H don;H acc;LogP;Smiles
2-arachidonoylglycerol;53;Smallmolecule;None;-9;4;Human;35;Binding;6;5.8;6.3;6.8;pKi;GuidetoPharmacology;378;17;2;4;5.0;CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO
2-arachidonoylglycerol;53;Smallmolecule;None;-9;4;Human;35;Binding;6;5.9;5.9;5.9;Ki;ChEMBL;378;17;2;4;5.0;CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC(CO)CO
AM1241;362;Smallmolecule;None;29;3;Human;47;Binding;12;8.1;8.1;8.1;pKi;GuidetoPharmacology;503;5;0;5;4.9;CN1CCCCC1Cn1cc(c2c1cccc2)C(=O)c1cc(ccc1I)N(=O)=O
AM1241;362;Smallmolecule;None;29;3;Human;47;Binding;12;7.7;8.0;8.5;Ki;ChEMBL;503;5;0;5;4.9;CN1CCCCC1Cn1cc(c2c1cccc2)C(=O)c1cc(ccc1I)N(=O)=O
AM1241;362;Smallmolecule;None;29;3;Human;47;Binding;12;8.5;8.5;8.5;IC50;ChEMBL;503;5;0;5;4.9;CN1CCCCC1Cn1cc(c2c1cccc2)C(=O)c1cc(ccc1I)N(=O)=O
AM-630;370;Smallmolecule;None;51;2;Human;72;Binding;15;7.5;7.5;7.5;pKi;GuidetoPharmacology;504;6;0;5;4.1;COc1ccc(cc1)C(=O)c1c(C)n(c2c1ccc(c2)I)CCN1CCOCC1
AM-630;370;Smallmolecule;None;51;2;Human;72;Binding;15;7.0;7.4;7.5;Ki;ChEMBL;504;6;0;5;4.1;COc1ccc(cc1)C(=O)c1c(C)n(c2c1ccc(c2)I)CCN1CCOCC1
AM-630;370;Smallmolecule;None;51;2;Human;72;Binding;15;6.2;6.2;6.2;EC50;ChEMBL;504;6;0;5;4.1;COc1ccc(cc1)C(=O)c1c(C)n(c2c1ccc(c2)I)CCN1CCOCC1
AM-630;370;Smallmolecule;None;51;2;Human;72;Binding;15;7.4;7.4;7.4;pKi;PDSPKiDatabase;504;6;0;5;4.1;COc1ccc(cc1)C(=O)c1c(C)n(c2c1ccc(c2)I)CCN1CCOCC1
AM7499;373;Smallmolecule;None;-1;2;Human;0;Binding;3;8.5;8.5;8.5;pKi;GuidetoPharmacology;404;6;2;5;4.7;CCCCOC(=O)C(c1cc(O)c2c(c1)OC([C@H]1[C@H]2C[C@H](CO)CC1)(C)C)(C)C
AM7499;373;Smallmolecule;None;-1;2;Human;0;Binding;3;8.5;8.5;8.5;Ki;ChEMBL;404;6;2;5;4.7;CCCCOC(=O)C(c1cc(O)c2c(c1)OC([C@H]1[C@H]2C[C@H](CO)CC1)(C)C)(C)C
anandamide;397;Smallmolecule;None;-2;5;Human;31;Binding;9;5.7;6.0;6.4;pKi;GuidetoPharmacology;347;16;2;2;5.2;CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO
