ChEMBL ID;Receptor;Species;Purchasable;No. records;Assay type;Min.;Average;Max.;Unit;Mol. weight;Rot. Bonds;H don;H acc;LogP;Smiles
N-oleoylethanolamide;2698;Smallmolecule;None;-;2;Human;60;Binding;8;5.5;5.5;5.5;EC50;ChEMBL;325;17;2;2;5.1;CCCCCCCC/C=C\CCCCCCCC(=O)NCCO
CHEMBL3338188;113970;Smallmolecule;None;-;0;Human;0;Binding;1;8.3;8.3;8.3;EC50;ChEMBL;502;7;0;8;3.7;CCCc1cnc(N2CCC(Oc3cc(=O)n(-c4ccc(S(C)(=O)=O)cc4)cc3Cl)CC2)nc1
BMS-903452;113976;Smallmolecule;None;-;0;Human;4;Binding;1;7.9;7.8;7.9;EC50;ChEMBL;512;5;0;8;3.5;CS(=O)(=O)c1ccc(-n2cc(Cl)c(OC3CCN(c4ncc(Cl)cn4)CC3)cc2=O)c(F)c1
CHEMBL3338172;113957;Smallmolecule;None;-;0;Human;0;Binding;1;6.9;6.9;6.9;EC50;ChEMBL;456;6;0;9;2.1;COc1cnc(N2CCC(Oc3ccn(-c4ccc(S(C)(=O)=O)cc4)c(=O)c3)CC2)nc1
CHEMBL3338173;113958;Smallmolecule;None;-;0;Human;0;Binding;1;7.6;7.6;7.6;EC50;ChEMBL;466;6;0;8;3.0;CS(=O)(=O)c1ccc(-n2ccc(OC3CCN(c4ncc(C5CC5)cn4)CC3)cc2=O)cc1
CHEMBL3338174;113959;Smallmolecule;None;-;0;Human;0;Binding;1;7.8;7.8;7.8;EC50;ChEMBL;468;7;0;8;3.0;CCCc1cnc(N2CCC(Oc3ccn(-c4ccc(S(C)(=O)=O)cc4)c(=O)c3)CC2)nc1
CHEMBL3338175;113960;Smallmolecule;None;-;0;Human;0;Binding;1;7.4;7.4;7.4;EC50;ChEMBL;452;7;0;7;3.4;CCCc1cnc(N2CCC(Oc3ccn(-c4ccc([S+](C)[O-])cc4)c(=O)c3)CC2)nc1
CHEMBL3338176;113961;Smallmolecule;None;-;0;Human;0;Binding;1;8.0;8.0;8.0;EC50;ChEMBL;415;6;0;7;3.5;CCCc1cnc(N2CCC(Oc3ccn(-c4ccc(C#N)cc4)c(=O)c3)CC2)nc1
CHEMBL3338177;113962;Smallmolecule;None;-;0;Human;0;Binding;1;7.4;7.4;7.4;EC50;ChEMBL;489;7;1;7;4.6;CCCc1cnc(N2CCC(Oc3ccn(-c4ccc(NC(=O)C(C)(C)C)cc4)c(=O)c3)CC2)nc1
CHEMBL3338178;113963;Smallmolecule;None;-;0;Human;0;Binding;1;7.5;7.5;7.5;EC50;ChEMBL;473;7;0;7;3.8;CCCc1cnc(N2CCC(Oc3ccn(-c4ccc(N5CCCC5=O)cc4)c(=O)c3)CC2)nc1
