ChEMBL ID;Receptor;Species;Purchasable;No. records;Assay type;Min.;Average;Max.;Unit;Mol. weight;Rot. Bonds;H don;H acc;LogP;Smiles
AM2201;364;Smallmolecule;None;1;2;Human;33;Functional;1;7.4;7.4;7.4;pEC50;GuidetoPharmacology;359;7;0;2;6.2;FCCCCCn1cc(c2c1cccc2)C(=O)c1cccc2c1cccc2
BMS-202;639;Smallmolecule;None;1;2;Human;0;Functional;1;7.0;7.0;7.0;pIC50;GuidetoPharmacology;419;10;2;5;3.9;COc1nc(OCc2cccc(c2C)c2ccccc2)ccc1CNCCNC(=O)C
CP55940;1120;Smallmolecule;None;-8;9;Human;21;Functional;79;6.8;8.5;9.6;EC50;ChEMBL;376;10;3;3;5.7;CCCCCCC(c1ccc(c(c1)O)[C@@H]1C[C@H](O)CC[C@H]1CCCO)(C)C
CP55940;1120;Smallmolecule;None;-8;9;Human;21;Functional;79;9.9;9.9;9.9;IC50;ChEMBL;376;10;3;3;5.7;CCCCCCC(c1ccc(c(c1)O)[C@@H]1C[C@H](O)CC[C@H]1CCCO)(C)C
CP55940;1120;Smallmolecule;None;-8;9;Human;21;Functional;79;9.2;9.2;9.2;Ki;ChEMBL;376;10;3;3;5.7;CCCCCCC(c1ccc(c(c1)O)[C@@H]1C[C@H](O)CC[C@H]1CCCO)(C)C
Δ9-tetrahydrocannabinol;1279;Smallmolecule;None;-2;7;Human;18;Functional;28;7.1;7.4;7.8;EC50;ChEMBL;314;4;1;2;5.7;CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@H]2C=C(C)CC1)(C)C
GAT211;1670;Smallmolecule;None;-3;3;Human;24;Functional;13;6.5;7.0;8.1;EC50;ChEMBL;342;5;1;2;5.2;[O-][N+](=O)CC(c1c([nH]c2c1cccc2)c1ccccc1)c1ccccc1
HU-210;1829;Smallmolecule;None;-2;4;Human;21;Functional;10;7.4;8.3;9.2;EC50;ChEMBL;386;7;2;3;6.2;CCCCCCC(c1cc(O)c2c(c1)OC([C@H]1[C@H]2CC(=CC1)CO)(C)C)(C)C
lenabasum;2165;Smallmolecule;None;-;1;Human;20;Functional;4;6.0;6.0;6.0;EC50;ChEMBL;400;7;2;3;6.3;CCCCCCC(c1cc(O)c2c(c1)OC([C@H]1[C@H]2CC(=CC1)C(=O)O)(C)C)(C)C
nabilone;2561;Smallmolecule;None;3;2;Human;11;Functional;3;8.4;8.4;8.4;EC50;ChEMBL;372;6;1;3;6.3;CCCCCCC(c1cc(O)c2c(c1)OC(C1C2CC(=O)CC1)(C)C)(C)C
Org27569;2799;Smallmolecule;None;-;1;Human;70;Functional;16;6.9;6.8;6.9;pEC50;GuidetoPharmacology;409;6;2;2;5.3;CCc1c([nH]c2c1cc(Cl)cc2)C(=O)NCCc1ccc(cc1)N1CCCCC1
Org27569;2799;Smallmolecule;None;-;1;Human;70;Functional;16;5.0;5.8;6.5;EC50;ChEMBL;409;6;2;2;5.3;CCc1c([nH]c2c1cc(Cl)cc2)C(=O)NCCc1ccc(cc1)N1CCCCC1
Org27569;2799;Smallmolecule;None;-;1;Human;70;Functional;16;6.0;6.6;8.7;IC50;ChEMBL;409;6;2;2;5.3;CCc1c([nH]c2c1cc(Cl)cc2)C(=O)NCCc1ccc(cc1)N1CCCCC1
otenabant;2807;Smallmolecule;None;-;0;Human;49;Functional;4;9.9;9.9;9.9;Ki;ChEMBL;509;6;2;7;4.2;CCNC1(CCN(CC1)c1ncnc2c1nc(n2c1ccc(cc1)Cl)c1ccccc1Cl)C(=O)N
PF-514273;2896;Smallmolecule;None;-;0;Human;30;Functional;6;9.1;9.1;9.1;Ki;ChEMBL;451;4;0;4;5.3;Clc1c(cccc1)n1nc2C(=O)N(CCOc2c1c1ccc(cc1)Cl)CC(C)(F)F
